Comments,Sentiment,Aspect
የዋይፋይ ፍጥነት ቀንሶብኛል ኧረ ተው ተው,Negative,Price
ኧረ ኔትወርክ አስተካክሉ እባካችሁ ስላወራችሁ ብቻ ሰራችሁ ማለት አይደለም,Negative,Service
ስልካችን እዚሁ አዲስ አበባ ተቀምጠን የኔት ወርክ ጥራት ችግር አለ ያ ማለቴ ከድምፅ ጋር ተያይዞ ችግሩን ሊፍታ አልተቻለም,Negative,Service
በአማሐራ ክልል ኮሽ ባለች ቁጥር ህዝቡ መረጃ እንዳያገኝ እንዳይነቃ  የተለያዩ መረጃ እንዳያገኝ ኔትወርክ በማፈንና በመዝጋት የህዝብን ድምፅ በማፈን እንከሳችኋለን ,Negative,Quality
እየሰራን ነዉ ትላላቹህ ኒቶርኩ እንደሆን ኢሞ እንኩዋን በስራዓት አያሶራም ኢሞ በደህና የልሰራ ሌላውን እንዴት ነዉ,Negative,Service
በዚህ ሰሞን ኢንተርኔት አይሰራም ማለት ይቻላል በጣም ይዘገያል,Negative,Price
እባካችሁ በምስራቅ ሐረርጌ እንተርኔት ማለትም ዳታ ማታ ማታ አይሰራም,Negative,Quality
እረ ባካችሁ አንሊምትድ እንተርኔት በጣም ተበላሽቱዋል ምንም ማውረድ አይችልም ምንድን  መፍትሄው የ አመት ከፍለንም እንደዚህ ልመና,Negative,Quality
የይለፍ ቃል ጠንካራ ለማድረግ እኮ የተለያየ መሆን አለበት የእናንተ መተግበሪያ ግን መጠቀም የሚቻለው ቁጥር ብቻ  ለምሳሌ ቴሌብር እና ማይ ኢትዮቴል,Negative,Quality
ኤሬ ፓኬጅ ገዚቼ ሳልጠቅም ዝም ብሎ አለቋል እያለ ,Negative,Service
 ስደውለል ዋልኩ ጭራሽ አይነሳም እፉፉ,Negative,Quality
የቴሌብር አካውንት ለመክፈት ደጋግሜ ብሞክርም ሊከፍትልኝ አልቻለም ,Negative,Quality
የቴሌ ብር ፓስዋርዴን ላኩ በፈጠራቹ ላይ መልስ አልሰጥ አላቹኝ እኮ,Negative,Service
እንዴት  ጥቅል መቀየር ሚቻለው እያለ ,Negative,Quality
ቴሌ ብር የማልጠቀመው የይለፍ ቃል ጥቂት ስለሆኑ በቀላሉ ስለሚሰበር ,Negative,Service
ኧረ ባካችሁ   አሁንስ የሰለቸኝ በቃ አትላኩልኝ,Negative,Service
ሸልሙን ተብላችሁ ሳይሆን እንሸልማለን ብላችሁ ዕደለኞችን አሳውቃችሁ የውሃ ሽታ መሆናችሁ ለምንድን ?,Negative,Service
ኧረ እባካችሁ የተማሪዎችን   ቦነሱ ሌሊት  እሚሰራው ወደ ቀን አዘዋውሩልኝ ,Negative,Service
ዳታ ገዝቼ የማታቆዩዋት ነገር ቴሌዎች እረ እባካችሁ አሁንስ መረረኝ,Negative,Service
ስሜ ከርድ ዝም ብሎ ይባለል ከርድ በሞለው ቁጡር,Negative,Service
የኢድ አልፊጥር የበዓል ጥያቄ ውድድር በፌስቡክ የ አሸናፊ ነበርሁ ነገር ግን እስካሁን  አልተላከልኝም ለምንድን ?,Negative,Service
አረ እኛ አከባቢ ኔትወርክ እየተቆራረጠ ተቸገርን መብራት ሲመጣ ይመጣል ሲሄድ ይሄዳል መፍትሄካለ,Negative,Service
እንዴት ጌባ ባለገመድ ዋይ ፋይ ቪድዮ ለማየት አያስችልም በጣም የተንቀረፈፈ እና የወረደ ኔቶርክ ,Negative,Service
በቴሌ ብር አንሊሚትድ ፓኬጅ ሲገዛ የ አስር ፐርሰንት ቅናሽ ነበረው ቀርቷል እንዴ እሱ ባሁኑ ስገዛ ቅናሽ አላረገልኝም,Negative,Service
እና ታድያ ለዚህ ለታላቅ መታሰቢያ በዓል ጥቅል ያልተለቀቀው ለምንድን ,Negative,Service
  ምናምን አታበረክቱም እንደ ዘንድሮ ምን እየሆናቹ ,Negative,Price
የኢድ ተሳትፎ ጥያቄ ሽልማቱ አልተላከልኝም  ,Negative,Service
ኢትዮ ቴሌክም መደበኛ ስልክ ላዬ ችግር አለ,Negative,Service
አረ ምን አይነት የፓኬጅ ዝርፊያ ነዉ ሰሞኑን የጀመራችሁት,Negative,Quality
የበጀት መዝጊያ ድግስ ስጦታዉ ቀርቶብን ምናለ በገንዘባችን እንኳን ተገቢዉን አገልግሎት ብናገኝ በጣም ያሳፍራል,Negative,Service
ተመዝግቤ የተለያዪ አገልግሎት እየተጠቀምኩ  ነገር ግን በተሰጠኝ ነጥብ ላይ ምንም አይነት ጭማሪ የለም,Negative,Accessability 
አመታዊ ጥቅል ብላችሁ ያለገደብ ኢንተርኔት እና ያለገደብ መልዕክት ገዛሁ ኢንተርኔቱ ሲሰራ መልዕክቱ አይሠራም ደጋግሜ አመለከትሁ መልስ የለም,Negative,Accessability 
 ለማስገባት ተመዝግቤ ነበር ነገር ጌን  አልቋል የሚል ምላሽ  ያገኘሁት,Negative,Service
ተመዝግቤያለሁ ግን ነጥብ አሁንም ዜሮ  ነጥብ የሚገኝበት መንገድ ግልፅ አይደለም,Negative,Service
እኔ አሻም ቴሌ ተመዝግቤ የተለያዩ አገልግሎቶችን እየተጠቀምኩ  ግን እስካሁን ምንም ነጥብ አልተመዘገበልኝም,Negative,Price
ፓኬጅ ስገዛ ሚቀረኝን አላሳውቅ እያለኝ ,Negative,Service
 አልሠራልኝ አለ ሚስጥር ቁጥሩን መቀየር ፈልጊ በተደጋጋሚ ስሞክረው   ይለኛል,Negative,Service
በተባለዉ መሰረት ተመዝግቤ ግን ምንም አይነት ነጥብ እንዳለኝ ማወቅ አልቻልኩም,Negative,Service
አሻም ተመዝግቤ ከሁሉም አገልግሎት እየተጠቀምኩ ግን ምንም ነጥብ የለኝ መፍትሄው ምንድ?,Negative,Accessability 
የአሻም አገልግሎት ምዝገባ በ አገልግሎት ላይ ግልጽ አይደለሁም,Negative,Service
የተከበረቹ ቴሌዎች የኢድ አልፈጥር ሰምንተዊ የድምጽ ኢነ መልኢክት ገዘው ከዚየ ለወንድሜ ደቂቀ መስተለለፍ ፈልጌ የለህ ሂሰብ አነስተኛ  ይለል ,Negative,Service
በቴሌ ብር ፓርትነር መተግበሪያ ይህንን የኢድ ጥቅል ላገኘው አልቻሉም ,Negative,Service
የዕለታዊ የመልዕክት ጥቅል ስጦታ ለማበረከት አይሰራም ምንድ??,Negative,Service
ይቅርታ ውድድሩን አሸንፌ ስልኬን ልኬ እስካሁን አልመለሳችሁልኝም,Negative,Service
ውድድሩን   አሸንፌ ስልኬን ልኬ ነበር እስካሁን አልገባልኝም,Negative,Service
ከ ገበታው ምን ብታስቡ በዚህ በዓል የ አጭር መልክት ያጠፋቹት,Negative,Service
እባካችሁ ሰሞኑን ኮኔክሽን ሊሰራልን አልቻለም ምሽት ላይ በተለይ ደሴ,Negative,Price
የኢድ ውድድር አሸናፊ ሆነን ከሁለት ቀን በፊት ስልክ ቁጥር ልከን ለኢድ ካልተጠቀምንበት ለመቼ  የምንጠቀምበት,Negative,Service
በታም ታሳዝናላችሁ ብር ነበረኝ የ ብር ጥቅል አገልግሎት ገዛሁ የአለኝን ቀሪ ሂሳብ ሲነግረኝ  ሳንቲም አለኝ ምን ማለት   ተደጋጋሚ ያሳዝናል,Negative,Service
ዲስካውንት የምትለቁት ደስ ባላቹ አመት በዓል  እንዴ?,Negative,Service
አር የትላቱ ሽልማት ይሰጠን የደረሰንን,Negative,Service
  አንድ ሠው ግዜ ደውሎ የማታነሡት ከሆነ የደንበኛ ንቀት እንጂ ሌላ ምንም ልንለው አንችልም,Negative,Accessability 
 ሰጥቶ መንጠቅ ተገቢ አይመስለኝም የስጦተው ጊዜ ማጠሩጥቅል ገዝቶ መጠቀም አለመቻሉና ሌሎችም የአሰር ክፍተቶች ያሉበት ስለሆነ,Negative,Quality
በቂ መልስ ካለ እጣ ምባለው እንዴት  አልገባኝም አስረዱን እስቲ,Negative,Service
በማናቸውም አይነት የዉድድር ጥያቄዎችና መልሶች  አድሎና መድሎ አለ ወደ አንድ አካባቢ ያዳላ ነዉ,Negative,Price
ለመደወል ስሞክር የቴሌፎን ክፍያ አገልግሎት ይፈፅሙ ማለታችሁ አልገባኝም,Negative,Price
ኢትዮ ቴሌኮም አሁን አሁን ላየሰ ወኪል ብላችሁ ባስቀመጣችኋቸው ሱቆች ስማችሁ እየጠለሸ ይመስለኛል,Negative,Service
ያለ ምንም አገልግሎት ገንዘብ መሰብሰብ ብቻ  ሥራችሁ,Negative,Service
እየሠጡመውሰድ በዓል ባይመጣ የሠኛል በሠው ጭንቅላት መቀለድ,Negative,Quality
ኢቶ ቴሌ እባካችሁ በየቀኑ ብር እየተወሰደብኝ  ለማመልከት  ምንም ማድረግ አልቻሉም በዚያ ላይ እነሱን ማገኜት ከባድ  ,Negative,Service
አኔ የ አገልግሎት ነበር የፈለኩት የሽያጭ መዓከል አመልክቼ ነበር ይሁንና የተሰጠኝ መልስ  ስለሌለ አገልግሎቱን ማግኘት አትችልም  የተባልኩት,Negative,Accessability 
መጀመሪያ የተበለሸብን  ቶሎ አሰሩልን,Negative,Price
 ላይ ምትፖስቱት ሌላ kኣችሁ ሌላ  መጀመሪያ ን ፈጣን አድርጉ ,Negative,Accessability 
የገመድ አልባ ዋይፋይ አገልግሎት ወርሀዊ ክፍያ ቢስተካከልንን,Negative,Service
በቴሌ ብር የኢንተርኔት ዳታ እና የድምፅ ወርሃዊ  የ ቅናሽ ነበረውከትላንት ጀምሮ ግን ልዩነት የለውም,Negative,Service
ደብረ ብርሃን ቀበሌ  በተለምዶ አየር ጤና ተብሎ በሚጠራዉ ሰፈር የስልክ ልዉዉጥ ማድረግ አልቻልንም,Negative,Price
እረ ቴሌ በጣም ይደብራል ኮኔክሽን  መች ይሰራል እረ በጣም ትገርማላቹሁ,Negative,Service
ባለ ገመድ የ አገልግሎት ለደንበኞች ያቀረበ ቢሆንም ብልሽት በጣም ይበዛበታል ወደ ጥገና ማዕከል ሲደወል መጥተው ለመጠገን ከ ቀን በላይ ይቆያሉ,Negative,Service
በሽያጭ መልክ የሚያቀሩቧቸው እቃዎች በጣም ውድ ናቸው ለምሳሌ የ መጠቀሚያ ራውተር ውድ   ,Negative,Quality
 ለ  ወር የኢንተርኔት ክፍያ በጣም ውድ  የህዝቡን ኑሮ የሚፈታተን ,Negative,Price
  ለመጠቀም ስፈለግ ውስብስብ ሂደት አለው,Negative,Service
እጅግ በጣም ጨዋ የሆኑ ታታሪ ሠራተኞች ቢኖሩም አንድአንድ የጥገና ባለሞያዎችም እጅ መንሻ የሚፈልጉ ናቸዉ,Negative,Quality
ብዙ ወኪል ነን ብለው የለጠፉ ሰቆች አሉ ግን አገልግሎት አይሰጡ አሁን ብቻ አምስት ሱቅ በረንዳ አካባቢ ጠይቄ አልተለቀቀልንም  ምላሹ ለምን ? አካውንች አልከፍችልኝ አለ,Negative,Service
ደቡብ ምዕራብ ሪጅን ላይ ኢንተርኔት ፍጥነት ቀንሷል  በጂ  በሰአት ወርዶ አያልቅም,Negative,Service
ያለደንበኛው ፈቃድ በብሮድባንድ ኢንተርኔት ላይ ፍጥነት እና ታሪፍ መጨመር ይቻላል ወይ ምን አይነት አሰራር ,Negative,Price
ቴሌሌባ ስጦታብሎ በሌላያካክሳል ምንአይነትነገር,Negative,Price
 የጥቅል አገልግሎት መጠቀም አልቻልኩም ብዬ አሳውቂያችሁ ነበር እየሰራንበት  ብላችሁኝም ግን እስካሁን መጠቀም አልቻልኩም,Negative,Service
የትንሳዔ በዓል እኮ ለሳምንት  የሚከበረው ከውጪ ሲላክ እስከ  ለዚያውም ቦነሱ  ቀን ብቻ የማያገለግለው,Negative,Service
አሳፋሪ  ጥቅሉን በ ብር ከገዛን ቦሀላ ፓኬጁን ለምን ትቆሩታላችሁ,Negative,Service
እንደዉ ቴሌ የሚባል መስሪያቤት ብቻ ሳይሆን ኔትወርኩን የሚገላግለኝ ናፈቀኝ,Negative,Quality
እባካችሁ የዳታ አገልግሎት ምንም አገልግሎት አይሰጥም ዳታ ገዛሁ ያለጥቅም አልቋል,Negative,Price
ማስታወቂያ ብቻ ሆናችሁብኝ የተቋረጠብንን አገልግሎት ለማስተካከል  እና  ቀን መጠበቅ ፌር ? ማፈሪያዎች ናችሁ,Negative,Service
ዳታ ገዝቼ መጠቀም አልቻልኩም እባካችሁ አጣሩልኝ,Negative,Service
በከፍተኛ ሁኔታ ገንዘባችንን ዘረፋችሁን    ልክን ሌላው የናተ  ከዚህ በላይ ምን ዘረፋ አለ ደወልን መልስ የለም ,Negative,Service
እባካችሁ ሲስተማችሁን አስተካክሉት በስንቱ እንሰቃይ,Negative,Service
ዳታ ጥቅል አበላል ግን በጣም እየበላቹህን ,Negative,Service
ግን ከይቅርታ ጋር ጥቅሉ ገዝተን ሊቆይ አልቻለም ም,Negative,Service
እረ ወርሃዊ ተንሳይ ጥቅል  ብር ሞለቼ የድምፅ አልሰራም አለኝ,Negative,Service
ለበዐል ያደረጋቹት ቅናሽ አሪፍ ሆኖ ሳለ ለሳምንት የገዛሁት የ ብር ኢንተርኔት ፓኬጅ  ደቂቃ ባልሞላ ጊዜ ውስጥ  ተጠቅመሀል አለኝ,Negative,Service
ቴሌዎች አገልግሎትታቹ እንደ ትልቅነታቹ አይደለም,Negative,Service
  ዉስጥ አንድም ታፔላና አንድም ወኪል አላየውምበትም,Negative,Service
ባለፈው  ቀን አካባቢ ከሲቢኢ ወደ ቴሌብር ብር አስተላልፌ ነበር ግን ከሲቢኢ ብሩን ቀንሶ ቴሌብር ላይ አልሞላልኝም,Negative,Price
እኛ ከተማ ጭራሽ ውኪል እሚባል የለም ብሪን ቴሌ ብር ላይ አስቀምጭ ባንክ ዝግ ስለነበር ወጭ ላደርግ ወኪል ብፈልግ ብፈልግ ተስፋ ቆርጨ ከዛ በ አወጣው,Negative,Service
የመልክት ጥቅል  ይላል ግን  እንኳን አደረሳችሁ ሳልልበት ያልቃል,Negative,Service
 ኔት ዎርክ ሲማቺንን አስቀይረን ነበር ሊስራልን አልቻለም ስም ብቻ  የተረፈን,Negative,Price
ካርድ ገዝቸ እቢ አለኝ ቺግሩ ቢነገረኝ,Negative,Service
የተቋረጠብኝ ዋይፋ እሄው  ቀን ሆ መልስ የሚሰጠኝ አጣው,Negative,Accessability 
ዋይፋይ ከተቋረጠብኝ  ወር አለፈዉ መፍትሄ ስጡኝ ባካችሁ,Negative,Service
የኔቶርክ ችግር ከግዜ ወዳ ግዜ እያጨመረ ናው መለ በሉን,Negative,Accessability 
ለምን የቀን ገደብ አደረጋችሁበት,Negative,Service
ሽልማቱን አሸንፌ ነበር ግን አልደረሰኝም  ብር አልገባልኝም እስካሁን,Negative,Quality
ኧረ ገመድ አልባ   ዋጋ ቀንሱልን ለማስገባት እንፈልጋለን,Negative,Service
ግን ለምን በየ በዓሉ ተመሳሳይ ነገር ይለቀቃል ለየት ጨመር አታደርጉም እንዴ,Negative,Service
ለእኔ ተሞልቶልኝ ግን ተጨማሪ ስጦታ አልደረስኝም ለምን?,Negative,Service
አስባቹህ ወዳቹህ ከውጭ ሲሞላልን ካርዱን እስክንጨርሰው መጠቀም ካልቻልን ምን ዋጋ አለው,Negative,Quality
አናንተ ግን ለሀብታም ብቻ የቆማችሁት ትገርማላችሁ ለደሀው ሀገሬኛ  ለሀብታም እና ዲያስፖራ ቤተሰብ  ኢትዮጵያ የ,Negative,Service
ቴሌ ብር አፕሊኬሺን አክቲቭ አይሆንም,Negative,Service
ሰራተኞቻችሁ የድርጅቱ መመሪያ አያውቁትም ,Negative,Price
 ስንደውል ስልክ የሚያነሳልን አጣን,Negative,Accessability 
  ካለ በቂ ምክንያት የደንበኛን የሲም ካርድ አገልግሎት እያቋረጠ መምጣት ጀምሯል,Negative,Service
