Comment,Sentiment,Aspect
እንደእናንተ አይነት ህዝቡን Systematic በሆነ መንገድ የበዘበዘ የለም። በጣም ስውር እና አደገኛ አካሄድ በመሄድ ህዝቡን እያዟዟራችሁ ታልቡታላችሁ። ቢያንስ 1GB የኢንተርኔት ዳታ ለህዝቡ ስትሸልሙት ነው የምንመራረቀው ከዛ ውጭ ለበዓል ልዩ ቅናሽ አደረኩልህ እያላችሁ ህዝቡን ባታሞኙት መልካም ነው !!,Negative,Price
ቅናሽም ይሁን የነፃ አገልግሎት በበዓል የሰጣችሁትን በሌላ ቀን ከደንበኛው ሂሳብ ቀን�ሳችሁ የምትወስዱት ነው። ቴሌ በተለይ ለገበታ ለሀገር ድጋፍ ካደረገ ወዲህ ብዝበዛው እጅግ ከፍቷል። እኔ ከአንድ ዓመት ወይም ከ 3 ወር በፊት ተመሳሳይ አገልግሎት ተጠቅሜ በወር እስከ 150 ብር ነበር ወጭዬ አሁን ይህ በሁለት እጥፍ ጨምሮ እስከ 450 ብር ደርሷል። ተጨማሪ ያረኩት ምንም አገልግሎት የለም።,Negative,Price
አሪፍ ነበር ግን አይበረክትም ከልባቹ አይደለም እንዴ ቅናሽ ያደረጋችሁት ቅናሽ ያደረጋቹት ለማስታወቂያው ብቻ ነዋ አሁን ተግባብተናል መልዕክት መላኪያው ቀርቶ ዳታ ጨምሩበት እንደማንጠቀምበት አውቃቹ ነዋ ግን እናመሰግናለን ስላሰባቹልን 🙏🙏🙏😁,Negative,Service
ይህ አይነቱ ቅናሽ ሳይሆ ጭማሬ ነው ይህ ሳምንት ከበፊት የስልክ የመዳወል አጠቃቀም ብዙ እጥፍ ይጨምራል 60% በላይ ስክዚህ ጭማሬ እንጂ ቅናሽ አይደለም የድምፅ ጭማሬው በጣም አነስተኛ ነው,Negative,Service
እውነት እውነት ነው ይሄ አሠራራችሁ ድርጅታችሁን ይበልጥ ተጠቃሚ እሚያደርግ እንጅ ማሕበረሰቡን አይደለም,Negative,Service
በጣም ይሚገርም ነው የሄ አሁን ቅናሽ ነው በላቹ ነው ያቀረባቹት ከነበረው በዙ ለውጥ የለውም,Negative,Price
ኢትዮ ቴሌኮም ፍትሃዊ ተቋም አይደለም ምክንያቱም በተደጋጋሚ ኔት የሚባል ነገር የለንም ብለን ጠይቀናል። በተጨማሪም ሁሌም በእምቦክስ እያጨቃጨቅነችሁ ነው። ግን ምላሽ የለም። ብዙ ቀን ከማእከል ደውላችሁ የአከባቢው አቅጣጫ ጠይቃችሁ ነግሬያለሁ ሆኖም መፍትሔ የለም,Negative,Accessability 
"ስጦታው ቢቀርብን ይሻል ነበር ። አንደኛ ስጦታውን እንዳንጠቀም ያለውን ዘገምተኛ ኔት ቢዚ ታደርጋላችሁ ።
ሁለተኛ ስጦታውን መጠቀም የሚቻለው ከምሽቱ 6:00-12:00 ነው ። ለመሆኑ አብዛኛው የሃገራችን ህዝብ ከለሊቱ 6ሰዓት ምን ይሰራል ?ሰዓቱ የእንቅልፍ ነው ።ታዲያ ስጦታው ለማን ነው ? ደክሞት ለተኛው ህዝብ ወይስ ለሊት ወፎች ¡¡¡¡ ፉገራ ይሉሃል እንዲህ ነው",Negative,Service
ለምርጫ መቀስቀሻ በየቦታው እየዞራችሁ 4G አደረግን እያላችሁ ህዝቡን ዋሻችሁ። ኔትዎርካችሁ ስልክ ለመደዋወል እንኳን አያስችልም! በዚህ ላይ ዉድ ነዉ አገልግሎታችሁ። ለህዝቡ ያላችሁ ንቀትና ግድየለሽነት በጣም ያሳፍራል።,Negative,Quality
"ባብዛኛው unfair የሆነ ሂሳብ እየጎመደብን ነው። ከግለሰቦች ግልጽ ያልሆነ ሒሳብ ይቆርጣል።
በጣም በጣም ደካማ የኔትዎርክ ስስተም ግን የሞላሁትን ገንዘብ ሳልጠቀም አልቋል ይባላሉ። ግሎቹ ቶሎ መጥተው በገላገሉን‼😎",Negative,Price
የዋይፍይ ፍጥነት የሞተ ነው ቢሻሻል ብየ ሜ.ባ ባስጨምርበት የባሠ ሆኖት አረፈው ባለሙያ ተብለው የመጡት ሠወች እንኳን ሊያስተካክሉ እንደነበረው እንኳን አላደረጉትም የሚሉት ሲያጡ ሞደምክን ቀይር ከቴሌ ካልገዛህ አሉ በነሱ መሞከሪያ ያመጡት ሞደም ካለው ምንም ለውጥ የለውም,Negative,Quality
ሰዉ እየተሻሻለ እና እያደገ ሥሄድ እናንተ ግን ምነው የተቃራኒ ሆናችሁ ??? ኤኼ ያስታዛዝባናል። ሕዝቡን ስላስለመዳችሁ ብቻ እንዳደረጋችሁት ለማንም ግልፅ ነዉ። የስጦታችሁ የጊዜ ገደብና የመጠቀሚያ ሰዓት አግባብነት የለዉም። ይገርማል ኤኼን የሚያክል ትልቅ ተቋም መቶ ሚሊየን የኢትዮጵያ ህዝብን ስያታልል። ምነው ምን ነካችሁ ???????????????.................?።,Negative,Service
ከሰጣቹህ ሰጣቹህ ነው የሰአት ገደቡ ለምን አስፈለገ ወይስ ሳንጠቀምበት መልሳቹህ ለመውሰድ እንዲያመቻቹህ ነው ሲጀመር ሰው በብዛት እሚጠቀመው ከቀኑ 12 -ሌሊቱ 6ሰአት ነው ከ6ሰአት ቡሃላ ሰው ይተኛል ቀንም ስራ ነው ይገርማል ቴሌም እንደግለሰብ ህዝብ ለማታለል ሲሞክር ማየት ያስገርማል ።,Negative,Service
"ከለላ ዓለም or አፍረካ ሀገራት ጋራ ሰነፃፀረ የኢቶ ቴሌኮም አግልግሎት ኢቶዩጰያ ውስጥ ዝረፍያ ይመስለኛል በነገራችን ላይ የእኛ ወረ ትረጉም የለውም ብቻል ብቻል በጤና ይቆዩ አግልግሎቱን ወደ ቦታ መልሱልን ትንሸ ይሻለናል እናመሰግናል ነገሮችን ከእኛ ኢኮኖሚ ጋራ እንድመጣጥን ብታደረጉልን


",Negative,Price
የ3G ተደራሽነት በሁሉም ወረዳዎችና በጣም በርካታ ቀበሌዎች ባልተዳረሰባቸው ፣ስለ4G እንዴ ጋምቤላ ያሉት ክልል ተደራሽነት ማዉራት በጣም ከባድ ነው ።ምናልባት ለምርጫ ፍጆታዉ ይደርስ ይሆናል ።ምናለበት በየአመቱ ምርጫ ቢኖር።ምክንያቱም በየመጨረሻዉ የምርጫ አመት ብዙ የልማት ስራዎችመሰረተ ልማት ድንጋዎች ይቀመጣሉ ፥ይጀምራሉ ።,Negative,Accessability 
ቴሌ በዓለም ላይ ካሉ የስልክና የኢንተርኔት አገልግሎት አቅራቢዎች ሁሉ እጅግ በጣም ደካማ አገልግሎትና ውድ ዋጋ የሚያስከፍል ነው። መንግስት ከሌላት ሱማሌያ በባሰ ደረጃ የደቀቀ እንደሆነ ተደጋግሞ ተወስቷል። ቴሌ የሚያቀርበው አገልግሎት የምንከፍለውን ዋጋ የሚመጥን መሆኑን ለማረጋገጥ እንኳን የማይቻልበት ተቋም ነው።,Negative,Price
127 አገልግሎት አይሰጥም። ይጠብቁ ይላል። ከዛ ደቂቃው ያልቃል።,Negative,Service
የዳታም ሆነ ዋይፋይ ኢንተርኔት አገልግሎታችሁ በጣም ዉድ ነዉ! ሌላዉም አገልግሎት ቢሆን... Even በቅናሽ እያላችሁ የምትሸጧቸዉ የስልክ ቀፎዎች ካለዉ ገበያ ዉድ ናቸዉ። እኛ ብቻ ነን ያለነዉ ብላችሁ ህዝቡን አታማሩት!,Negative,Price
"በጣም በጣም ያሳዝናል፥ በዕውነት ከዚህ ትልቅ ድርጅት የማይጠበቅ ነገር ነው የምትሠሩት - ለተቋረጠ የ WiFi ግልጋሎት ክፍያ መጠየቅ፡ ቅሬታ ሲቀርብ ገቢ የተደረገ ገንዘብ አይመለስም ብሎ መናገር፡ ጭራሽ ይባስ ብሎ ክፍያ ከተከፈለ በኋላምአንድ ሠራተኛ ልኮ ሊስተካከል ለሚችል ችግር ለቀናት መፍትሔ             ሳይገኝ ሲደወልም ""መጣን አሁን!"" ""ቢዚ ነን!"" ብሎ ሠው ማጉላላት - በጣም ያሳፍራል!",Negative,Price
👎👎👎👎👎👎አሰልቺ ነገር,Negative,Service
የ 4G ፕሪሚየም ጥቅል ዋጋ ፍትሃዊ አይደለም. ኢትዮቴሌኮም አሁን ባለው ዋጋ ላይ አንዳንድ ማሻሻያዎችን ተግባራዊ ሊያደርግ ይገባል። አመሰግናለሁ!!,Negative,Price
4G ና 3G እያላቹህ ዝረፉን እንኳን ዘንቦብሽ ድሮም ጤዛ ነሽ አለ የሃገሬ ሰው !! አሁንስ ካርድ መሙላት አስጠላኝ 😭😭😭😭,Negative,Price
ቀልዳችሁን አቁሙ !!!! Ethio telecom should decrease the amount of data /money,Negative,Price
ይቅርታ ይህን app መክፈት አልተቻለም። ልንከፍት ስንሞክረው invitation code ይጠይቃል # ምልክት ስናስገባም invalid ይላል። ከዚህም ባሻገር KYC field ምንድን ነው? Apፑ ምንም መክፈት አይችል። so its not easy and fast.....even if to open‽ make correct,Negative,Quality
127 ጥሪ ምላሽ እየሰጠ አይደለም…,Negative,Service
ምንም ጥቅሙ አልታየኝም,Negative,Service
ሚገርመኝ 4G/LTE ተብሎ የተጫነልን ሲከፈት ልተወሰነ ጊዜ ብልጭ ይልና 3G ይመጣል:: 4G የሚባል ጨርሶ የለም::,Negative,Quality
እናንተን የምንላቀቅበት ቀን ቅርብ ነው only 6 ወር,Negative,Service
ወራቤ ይረሳህ??? አዝናለሁ,Negative,Accessability 
አሳፋሪ ነው ሁለት ከተሞች ብቻ,Negative,Accessability 
Wi-fi አይሠራም አስተካክሉልን,Negative,Service
ቴሌ birr መተግበሪያዬ የተሻሻለ አይደለም ለማሻሻል እሞክራለሁ ነገር ግን አስቀድሞ updated vesion ይላል,Negative,Service
994 እየሠራ አይደለም,Negative,Service
መቀለዳችሁን አቁሙ !!!! Ethio telecom should decrease the amount of data /money,Negative,Price
የንፉግ ስጦታ ሌሊት ታስቃላቹ አንድ አላፊነት ከሚሰማው ተቋም የማይጠበቅ ተግባር ነው,Negative,Service
ጥቅም የለሽ GB ነው:: እኛ እንቅልፍ እንፈልጋለን,Negative,Service
ምንም ኔትወርክ የለም,Negative,Service
Network ልቀቁልን ዉሸታሞች,Negative,Service
እኛ' እና 'እናንተ' የሚል አግላይ መልዕክት በደንበኞች መሃል ልዩነት መፍጠር ከአንድ ትልቅ ተቋምን ከሚመራ ሰው አይጠበቅም። ሃይማኖት እና ተቋማት ለየቅል ናቸው የሚያምርባቸውም ተለያይተው ሲሄዱ ነው።,Negative,Service
እምነታችሁን በልባችሁና በቤታችሁ አርጉት የሴኩላር መንግስት ድርጅት በመጠቀም አንድን እምነት መስበክ ህገ መንግስቱን መቃረን ነው።,Negative,Service
"ኢትዮቴሌኮም የሙስሊሞች በዓል ሲሆን ራሱን እንደ ገለልተኛ አድርጎ ""Wishing You"" ብሎ የእንኳን አደረሳችሁ መልእክት ሲልክ የክርስትና እምነት ተከታዮች በዓል ሲሆን ግን ራሱን እንደ ክርስቲያን አድርጎ ""we"" እያለ ነው የእንኳን አደረሳችሁ መልእክት የሚልከው።",Negative,Service
ውድ ethio telecom ፍላጎትዎን የገለፁበት መንገድ ተገቢ አይደለም። የበርካታ ሃይማኖታዊ ዓለማዊ አገሮች ባለቤት ነን ።  ከተለያየ ሃይማኖት የመጡ አለባበሶቻችሁ አገልግሎታችሁን የምትጠቀሙበት የንግድ ድርጅቶችም አሉ። ከሁሉም የእምነት ሥርዓቶች ገለልተኝነትንና እኩል ርቀትን መጠበቅ ይኖርባችኋል!,Negative,Service
ሐገራዊ ተቋም ይሕን የመሰለ የአንድን እምነት አስተምሮ የኛ ብሎ የመልካም ምኞት መግለጫ ማስተላለፉ ተቀባይነት የለውም።,Negative,Service
ኧረ ቴሌዎች አደብ ግዙ እውነት በጣም እያስመረራችሁን ባላንሴን አሁን አይቼው ትንሽ ቆይቼ ስከፍተ 5 ብር ይጎመድብኛል ብድር አልበደር ለምንድ ነው ሚቆረጥብኝ994 ለመጠየቅ እንካን ሁሌም አገልግሎት ማግኘት አልተቻለም ኧረ ተለወጡ እውነት ሰውን በጣም እያስመረራችሁ ነው,Negative,Price
"በቤትዎ ይቆዩ ፖኬጅ ቤት ውስጥ አይስራም ውጭ ካልወጣሁ በቀር ወይም የቤቴ ጣራ ላያ ካልወጣሁ እውነቴን ነው ዳታ የሚባል የለም ቴሌ ዋጋ በቀነሰ ቁጥር ጣራ መውጣት ሰለቸኝ በበኩሌ እባካችሁ የናንተ ን ቅናሽ አንፈልግም ተዉን በቃ ለምን አተዉንም ሀይ ታውቁታላችሁ ከአቅማችሁ በላይ    የሸጣችሁትን ሲም ካርድ ወይ ማስፋፌያ አድርጉ ወይ ተዉን በዚ በሽታ ጊዜ ኔትዎርክ ፍለጋ አስፓልት ላይ አታስወጡን ደሞ ስሙን ቀይሩት ይሄ በውጪ ይቆዩ ነው""",Negative,Quality
እውነት ለመናገር ታሪፉ fair አይደለም። ምን እንዳደረክ እንኳ ሳታውቅ 75% used ይላል። ፌክ ካለበት ኮሮና እስክሄድ እነኳ ግፍ ተው። 100 መጋባይት speed ጨምሮ 45 ሜ.ባ ማድረግ እንደሚቻል የማያውቅ አለ?,Negative,Price
የ CDMA ተጠቃሚዎችን ያላማከለ በመሆኑ ፍትሐዊ አይደለም የ1 ጊጋ ባይት ወርሀዊ ጥቅል 100 ብር ነው ዋጋው ቢስተካከል ጥሩ ነው፡፡,Negative,Price
በቤቶ ይቆዩ ጥቅል በስነስርዓት የሚሰራለት እጅ ያውጣ! for me I've got it the poorest package ever! ይህንን ሁሉ ፕሮሰስ ለምን አስፈለገ? አሳይቶ መንሳት ነው'ንዴ?,Negative,Price
የኢንተርኔት ጥቅል መግዛት አልቻልንም ምርጫ የለውም የድምፅ ብቻነው ያለው ሲስተም ካለው ብትነግሩን ?,Negative,Service
ህዝብ በመሸወድ የትም አትደርሱም Ethio telecom ህዝብ እያጭበረበራቹ ነው,Negative,Service
ምስኪን ህዝብ! 😢 አሁን ይሄ ምኑ ያስደስታል? Data/$ & Service/$ ወይም በዳታና በሰዓት የሚቆረጠው የገንዘብ መጠን ካልተስተካከለ በቀር ይሄ እኮ ምንም ጥቅም የለውም!!! የቁጥር ጨዋታና ህዝቡ የበለጠ እንዲጠቀም ተቋሙ የበለጠ ገንዘብ እንዲሰበስብ የሚያደርግ ማስታወቂያ ነው!!! ይሄ ቀርቶብን ያለፍላጎታችን 'Subscribe' እንዳደረግን ተቆጥሮ በየቀኑ ሳናውቅና ሳንፈልግ መልዕክት እየተላከ ገንዘባችን መቆረጡ በቆመልን። ,Negative,Price
አዝናለሁ.... እንዲህ አይነት ስራ አይጠበቅም በethio telecom..... የስሙ ምስል በጣም ግዙፍ ነው.... ይሁን እንጂ ውጤቱ ባዶ ነው ።,Negative,Service
መጀመርያ የኔትዎርኩን ጥራትና ፍጥነት አስተካክሉ። እስከመቼ ይሆን በናንተ ጥገኞች ሆነን የምንኖር?,Negative,Quality
እየሰራ አይደለም የምጠቀመውም በዳታ ነበር ጎግልም ሆነ ዩትውብ መጠቀም አልቻለኩም,Negative,Service
አይሰራም 😡😡,Negative,Service
አትቀባጥሩ ከወትሮ ጭማሪ እንጂ ምንም ቅናሽ የለውም። ደግሞም ለተጠቃሚው ግልፅ ያልሆነ የእንግሊዘኛ ቃል እየተጠቀማችሁ ደንበኛን እንዲወዛገብ ማድረግ ፈፅሞ ተገቢ አይደለም።,Negative,Price
እኔ ግን የገረመኝ ፍሌክሲ ብለው ሰውን ለማጭበርበር የተጠቀሙት የእንግሊዘኛ ቃል ነው። ምኑ ነው ግን ፍሌክሲ ያስባለው 🤔,Negative,Price
ኸኸኸኸኸኸ ማጭበርበር መሆኑ ነው ታድያ ምኑ ነው ከመደበኛው የተለየው,Negative,Service
